Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_002109,2021-03-07,G001,P002109,Soybean,South,Silty,22.49,31.7,54.5,43101.8,NPK,3.0,107.5,2.37,44.8,2.5,Yes,Yes,Vegetative,57.9,57.5,No action,7.58
IMG_002110,2021-11-29,G019,P002110,Soybean,South,Clay,22.71,29.8,67.7,36492.4,DAP,7.6,120.6,1.59,80.4,4.4,No,No,Maturity,68.3,56.9,Apply pesticide,5.92
IMG_002111,2021-12-15,G010,P002111,Soybean,North,Loamy,21.3,27.1,66.6,37685.7,Urea,10.1,112.8,1.14,115.8,3.0,No,No,Flowering,74.3,51.7,No action,8.78
IMG_002112,2021-09-25,G016,P002112,Maize,South,Clay,31.66,32.7,53.8,28084.5,NPK,8.9,169.2,2.13,102.0,3.3,No,No,Fruiting,77.2,30.3,Add fertilizer,4.31
IMG_002113,2021-12-19,G001,P002113,Soybean,Central,Loamy,32.96,24.5,64.9,21313.8,NPK,7.8,71.4,2.8,129.9,4.2,No,No,Maturity,79.8,73.5,Add fertilizer,7.3
IMG_002114,2021-03-27,G019,P002114,Maize,South,Loamy,23.17,32.7,78.7,32482.0,Compost,5.3,46.1,2.63,69.1,2.6,No,Yes,Vegetative,78.6,82.8,Add fertilizer,8.6
IMG_002115,2021-08-26,G012,P002115,Wheat,North,Loamy,21.06,18.7,75.2,40117.6,Urea,10.3,135.5,0.98,67.9,2.8,No,No,Fruiting,83.2,54.0,Apply pesticide,3.43
IMG_002116,2021-05-03,G017,P002116,Maize,South,Loamy,25.93,34.3,56.1,44971.5,DAP,7.2,101.6,0.94,33.7,2.2,No,No,Fruiting,71.0,50.2,Add fertilizer,7.23
IMG_002117,2021-11-15,G019,P002117,Maize,Central,Clay,32.05,25.3,48.6,34009.0,Urea,10.8,161.7,1.08,26.5,3.3,No,No,Germination,81.8,61.1,No action,8.01
IMG_002118,2021-03-06,G013,P002118,Wheat,North,Loamy,29.76,20.7,46.2,26599.3,DAP,6.3,161.7,1.85,44.3,2.9,Yes,No,Fruiting,77.8,55.4,Add fertilizer,7.72
IMG_002119,2021-03-24,G019,P002119,Soybean,Central,Loamy,21.3,18.8,61.3,19784.5,DAP,6.8,101.1,0.84,32.5,3.3,No,No,Maturity,66.9,71.5,Increase irrigation,4.83
IMG_002120,2021-09-06,G020,P002120,Rice,West,Loamy,25.35,28.7,46.0,21941.6,Urea,3.5,135.1,1.57,73.5,2.9,No,No,Maturity,69.6,52.0,Weed control,4.93
IMG_002121,2021-10-04,G003,P002121,Rice,East,Silty,32.34,21.8,70.3,26059.5,DAP,7.6,42.7,1.86,96.9,4.4,No,No,Flowering,67.7,79.4,Increase irrigation,4.28
IMG_002122,2021-11-21,G010,P002122,Rice,South,Clay,20.18,24.9,72.1,28124.2,NPK,10.0,140.2,2.57,68.6,4.6,No,No,Vegetative,80.5,37.9,Apply pesticide,4.26
IMG_002123,2021-07-20,G009,P002123,Rice,East,Clay,22.01,28.3,55.5,25266.4,None,3.3,77.4,1.46,28.1,3.6,No,No,Fruiting,88.0,91.1,Increase irrigation,5.32
IMG_002124,2021-10-29,G006,P002124,Rice,South,Clay,15.36,32.4,77.6,23098.9,DAP,9.6,89.6,1.29,34.7,3.1,No,No,Vegetative,82.3,63.3,Increase irrigation,7.59
IMG_002125,2021-04-23,G009,P002125,Soybean,North,Loamy,18.35,16.0,76.9,29496.3,NPK,11.9,106.0,2.34,51.0,4.3,No,No,Flowering,92.9,43.8,Increase irrigation,5.02
IMG_002126,2021-12-05,G015,P002126,Maize,Central,Loamy,34.69,21.2,72.5,31009.8,Urea,11.5,109.5,2.34,37.5,4.0,No,No,Fruiting,80.9,55.2,Apply pesticide,7.03
IMG_002127,2021-05-10,G016,P002127,Maize,West,Loamy,18.64,21.5,54.6,42615.3,Urea,5.0,70.0,1.06,92.8,2.2,No,No,Germination,91.0,40.4,No action,6.34
IMG_002128,2021-05-26,G007,P002128,Maize,South,Silty,20.53,28.2,53.1,34173.9,DAP,9.7,133.2,1.36,101.6,2.6,No,No,Maturity,73.9,37.8,Weed control,4.4
IMG_002129,2021-04-08,G014,P002129,Wheat,West,Clay,16.36,29.7,78.2,26809.1,DAP,4.4,126.8,1.71,128.0,4.4,No,No,Germination,81.5,77.5,Add fertilizer,3.94
IMG_002130,2021-02-01,G020,P002130,Soybean,East,Loamy,25.0,21.3,52.2,16428.3,DAP,8.3,82.9,1.06,106.2,3.7,No,No,Flowering,93.1,43.3,Weed control,3.7
IMG_002131,2021-11-15,G007,P002131,Wheat,South,Loamy,27.8,35.0,54.7,27635.2,NPK,9.9,92.7,2.11,94.4,2.2,No,No,Flowering,94.0,69.0,No action,3.25
IMG_002132,2021-12-03,G017,P002132,Soybean,East,Sandy,24.55,21.8,77.0,44782.9,Urea,6.9,73.0,2.01,69.2,4.6,No,No,Fruiting,81.0,41.4,Increase irrigation,3.18
IMG_002133,2021-11-19,G013,P002133,Rice,Central,Loamy,22.51,32.4,70.6,39867.4,DAP,9.7,76.4,2.71,60.0,3.9,No,No,Flowering,90.1,62.6,No action,5.52
IMG_002134,2021-03-08,G008,P002134,Wheat,North,Sandy,31.8,19.6,72.6,18144.1,NPK,10.2,127.3,1.92,72.8,4.0,No,No,Maturity,94.7,49.3,No action,5.03
IMG_002135,2021-06-08,G014,P002135,Maize,Central,Clay,24.32,23.2,74.5,35391.2,None,11.3,68.9,1.09,65.0,4.0,No,No,Flowering,83.5,89.2,Increase irrigation,4.63
IMG_002136,2021-06-01,G001,P002136,Maize,North,Sandy,27.24,18.8,60.6,41754.4,Urea,6.0,49.8,1.15,121.0,3.2,No,Yes,Vegetative,75.8,36.1,Increase irrigation,4.93
IMG_002137,2021-07-19,G016,P002137,Wheat,East,Loamy,24.06,28.4,66.3,43575.4,Urea,9.1,103.4,2.73,111.9,3.6,No,No,Flowering,91.9,81.4,No action,5.09
IMG_002138,2021-11-22,G017,P002138,Soybean,South,Silty,30.17,26.6,41.0,25898.2,NPK,10.7,46.9,1.76,91.5,2.9,No,No,Vegetative,65.5,77.3,No action,8.58
IMG_002139,2021-02-12,G007,P002139,Soybean,East,Clay,26.84,23.7,41.8,36855.7,DAP,5.6,84.2,1.24,30.7,4.5,Yes,No,Flowering,84.2,54.9,Increase irrigation,7.87
IMG_002140,2021-04-06,G016,P002140,Wheat,West,Sandy,25.83,31.0,71.0,27779.5,NPK,4.2,65.1,1.27,48.2,3.2,No,No,Fruiting,69.0,74.9,Increase irrigation,6.95
IMG_002141,2021-06-16,G005,P002141,Soybean,North,Loamy,21.64,20.5,48.6,29139.2,Urea,8.9,83.1,2.67,89.5,4.4,No,No,Fruiting,76.6,64.6,Increase irrigation,6.87
IMG_002142,2021-03-30,G012,P002142,Wheat,South,Sandy,20.87,23.2,48.9,20521.0,NPK,4.2,99.9,1.28,113.0,2.4,No,No,Fruiting,94.6,59.7,Weed control,3.58
IMG_002143,2021-12-19,G016,P002143,Rice,North,Clay,23.95,19.1,79.2,22317.7,NPK,4.1,149.9,1.62,117.0,3.0,No,No,Fruiting,73.8,92.9,No action,6.58
IMG_002144,2021-03-12,G006,P002144,Rice,Central,Loamy,27.04,32.4,51.8,24648.3,Urea,11.0,132.9,2.11,107.3,2.6,No,No,Maturity,77.8,46.9,Apply pesticide,4.15
IMG_002145,2021-10-06,G014,P002145,Wheat,North,Silty,23.26,16.1,67.5,28505.3,NPK,5.2,160.0,2.25,103.5,4.6,No,No,Vegetative,84.6,89.3,Increase irrigation,4.76
IMG_002146,2021-11-03,G009,P002146,Wheat,East,Clay,15.04,32.1,63.7,42641.5,Urea,10.7,151.4,2.15,39.7,4.2,No,No,Vegetative,92.4,72.8,Weed control,6.61
IMG_002147,2021-09-14,G012,P002147,Rice,Central,Sandy,20.19,22.2,75.7,26905.9,Urea,5.8,70.2,2.33,118.1,4.0,No,No,Maturity,83.6,54.9,No action,4.79
IMG_002148,2021-07-29,G011,P002148,Rice,Central,Sandy,33.91,26.0,68.4,38852.3,DAP,10.7,143.6,2.25,126.0,3.2,No,No,Flowering,81.6,33.8,Weed control,6.86
IMG_002149,2021-08-31,G004,P002149,Wheat,North,Silty,30.73,28.5,42.9,43702.7,NPK,8.9,124.1,1.69,83.5,4.2,No,No,Fruiting,77.3,33.6,Apply pesticide,5.88
IMG_002150,2021-03-20,G007,P002150,Wheat,West,Sandy,22.45,22.2,57.5,35811.9,Urea,4.4,129.1,2.24,107.1,2.3,No,No,Flowering,85.6,56.1,No action,8.15
IMG_002151,2021-03-04,G011,P002151,Maize,West,Silty,32.29,20.6,68.2,33217.1,Compost,6.2,112.4,0.88,98.3,4.0,Yes,No,Germination,76.9,75.6,Add fertilizer,4.41
IMG_002152,2021-10-18,G006,P002152,Wheat,West,Sandy,21.76,26.9,76.2,44305.8,NPK,7.1,75.7,1.89,37.2,4.2,No,Yes,Fruiting,67.5,93.4,Add fertilizer,3.26
IMG_002153,2021-04-19,G013,P002153,Rice,Central,Loamy,18.62,27.6,77.2,18853.5,None,3.0,78.3,1.96,99.0,4.5,No,No,Vegetative,75.7,84.3,No action,7.96
IMG_002154,2021-11-19,G003,P002154,Rice,Central,Clay,27.25,22.2,45.2,26082.8,DAP,4.7,44.0,2.59,94.4,2.6,Yes,No,Fruiting,59.7,55.2,Add fertilizer,5.13
IMG_002155,2021-12-07,G014,P002155,Wheat,South,Silty,17.87,33.1,54.5,27122.0,Urea,11.8,71.1,1.43,71.5,4.2,No,No,Flowering,73.4,30.8,No action,7.64
IMG_002156,2021-08-07,G014,P002156,Wheat,South,Loamy,21.1,28.1,63.7,37140.1,NPK,10.4,138.0,1.74,53.4,2.5,No,No,Fruiting,77.5,50.7,Increase irrigation,7.3
IMG_002157,2021-01-06,G009,P002157,Wheat,West,Clay,22.67,32.3,44.7,36891.2,DAP,9.3,117.6,1.29,89.8,3.7,No,Yes,Vegetative,68.1,80.8,Apply pesticide,6.21
IMG_002158,2021-08-29,G007,P002158,Maize,East,Clay,27.71,27.3,71.7,18972.5,DAP,10.5,77.8,2.37,126.2,3.7,Yes,No,Flowering,56.1,44.2,Add fertilizer,6.05
IMG_002159,2021-03-19,G002,P002159,Maize,South,Clay,31.92,31.8,41.9,27892.1,Urea,8.7,91.1,1.43,88.4,4.7,No,Yes,Flowering,64.2,41.5,Increase irrigation,3.65
IMG_002160,2021-02-11,G004,P002160,Wheat,South,Clay,22.37,25.2,77.6,37946.0,Urea,11.4,71.7,1.14,106.7,3.9,No,No,Fruiting,77.3,46.2,Add fertilizer,5.39
IMG_002161,2021-04-10,G020,P002161,Rice,North,Clay,29.4,15.3,52.1,28898.5,NPK,7.9,145.5,2.76,102.1,2.3,No,No,Vegetative,87.9,84.6,Increase irrigation,8.1
IMG_002162,2021-07-31,G004,P002162,Wheat,East,Clay,19.89,21.2,44.5,19042.0,Urea,9.5,53.9,1.66,64.2,2.8,No,No,Vegetative,77.4,44.7,Weed control,3.94
IMG_002163,2021-06-27,G008,P002163,Soybean,West,Loamy,34.49,31.8,41.0,40128.1,DAP,6.7,154.3,1.86,62.2,3.4,No,No,Flowering,93.5,84.8,Apply pesticide,3.53
IMG_002164,2021-02-02,G011,P002164,Maize,West,Loamy,15.8,28.7,78.8,35212.5,NPK,9.9,65.4,1.42,102.7,2.5,No,No,Vegetative,65.2,58.3,Increase irrigation,3.65
IMG_002165,2021-10-17,G011,P002165,Rice,Central,Silty,26.65,26.1,40.9,40269.9,Urea,11.2,119.3,2.72,127.1,2.6,No,No,Flowering,78.7,33.4,Increase irrigation,5.73
IMG_002166,2021-11-30,G018,P002166,Wheat,West,Sandy,16.62,29.3,46.4,41083.7,DAP,8.8,61.8,2.27,72.8,4.7,No,No,Fruiting,88.2,48.3,Increase irrigation,6.48
IMG_002167,2021-03-29,G008,P002167,Soybean,West,Sandy,15.06,29.5,54.0,26594.8,DAP,6.3,163.0,2.7,66.8,2.0,No,No,Vegetative,92.7,60.5,Apply pesticide,4.7
IMG_002168,2021-03-12,G009,P002168,Soybean,North,Silty,33.12,27.7,73.5,16576.4,NPK,6.1,102.8,1.12,105.1,3.4,No,No,Flowering,71.0,42.5,No action,7.1
IMG_002169,2021-03-20,G014,P002169,Wheat,East,Loamy,17.63,28.7,74.0,29735.1,DAP,6.1,56.1,1.82,37.5,3.5,No,No,Vegetative,72.6,43.5,Add fertilizer,8.32
IMG_002170,2021-01-30,G015,P002170,Wheat,North,Sandy,20.52,19.1,67.4,26655.4,Urea,7.5,53.4,2.79,36.5,4.8,Yes,No,Fruiting,62.3,53.0,Increase irrigation,4.34
IMG_002171,2021-09-13,G017,P002171,Soybean,East,Loamy,19.1,20.5,64.4,32757.5,Urea,5.3,80.6,2.24,37.8,4.4,No,No,Vegetative,76.6,77.6,Add fertilizer,4.67
IMG_002172,2021-01-23,G020,P002172,Rice,West,Clay,15.04,24.3,51.8,20493.7,NPK,10.1,147.1,1.91,70.9,4.8,No,No,Maturity,94.0,80.1,Weed control,7.62
IMG_002173,2021-11-10,G006,P002173,Maize,East,Sandy,30.37,27.5,62.3,20543.8,NPK,9.9,143.2,1.18,126.6,2.5,No,No,Fruiting,88.0,82.4,Weed control,4.64
IMG_002174,2021-02-25,G011,P002174,Maize,East,Sandy,18.77,21.8,53.7,25880.3,NPK,11.9,91.6,2.35,80.0,2.9,No,No,Vegetative,70.4,35.9,Weed control,8.15
IMG_002175,2021-05-04,G012,P002175,Wheat,North,Silty,16.22,15.5,77.4,15925.7,NPK,10.1,109.4,0.87,31.7,3.0,No,No,Vegetative,70.4,41.4,Add fertilizer,3.17
IMG_002176,2021-10-17,G006,P002176,Rice,North,Loamy,15.42,24.5,61.9,34608.2,Urea,10.2,80.1,2.23,56.1,4.5,Yes,No,Vegetative,76.6,80.9,Increase irrigation,3.44
IMG_002177,2021-06-04,G001,P002177,Rice,Central,Loamy,21.75,18.4,60.0,44650.7,Urea,4.5,114.2,2.5,84.9,3.1,No,No,Flowering,68.4,67.2,No action,6.29
IMG_002178,2021-06-21,G001,P002178,Soybean,West,Silty,15.98,28.7,67.1,33480.7,Compost,9.1,128.5,1.32,74.0,4.4,No,No,Vegetative,65.3,72.6,Weed control,3.01
IMG_002179,2021-10-02,G016,P002179,Rice,Central,Clay,15.71,29.0,74.3,44418.0,DAP,4.3,54.4,2.68,104.7,3.1,No,No,Vegetative,68.6,58.9,Add fertilizer,7.36
IMG_002180,2021-10-27,G004,P002180,Maize,West,Sandy,24.31,26.6,62.0,40966.8,NPK,5.4,117.5,1.62,59.4,4.2,No,No,Vegetative,80.9,33.5,Apply pesticide,3.66
IMG_002181,2021-03-24,G001,P002181,Rice,East,Clay,19.21,27.8,76.7,41662.2,NPK,8.9,58.7,1.7,85.4,2.9,No,No,Vegetative,69.8,82.8,No action,3.9
IMG_002182,2021-08-05,G009,P002182,Rice,Central,Loamy,31.24,27.1,45.8,43803.7,DAP,10.3,127.0,2.28,37.5,2.0,No,Yes,Vegetative,67.2,64.7,Weed control,8.36
IMG_002183,2021-11-16,G015,P002183,Wheat,East,Clay,31.08,31.1,71.3,43780.0,NPK,7.7,117.3,2.77,47.5,3.4,No,No,Maturity,73.7,80.8,Apply pesticide,3.8
IMG_002184,2021-07-14,G013,P002184,Rice,East,Sandy,28.04,28.1,69.0,43865.5,Urea,3.4,109.2,1.56,101.7,2.6,No,No,Fruiting,67.8,90.2,Increase irrigation,6.52
IMG_002185,2021-03-29,G008,P002185,Maize,East,Clay,22.62,22.3,74.8,29733.8,Urea,4.0,115.8,1.33,79.2,3.6,Yes,No,Fruiting,68.0,57.6,Add fertilizer,4.92
IMG_002186,2021-02-02,G017,P002186,Rice,North,Silty,32.01,21.7,77.2,24832.8,Compost,3.6,146.9,1.48,128.6,4.0,No,Yes,Maturity,66.4,67.7,Increase irrigation,5.05
IMG_002187,2021-06-13,G019,P002187,Soybean,East,Silty,24.94,32.1,55.0,18496.0,DAP,12.0,58.7,2.14,38.1,3.9,No,Yes,Vegetative,63.0,47.6,Weed control,4.3
IMG_002188,2021-06-22,G010,P002188,Wheat,Central,Clay,24.63,27.2,60.7,43237.9,DAP,4.5,55.1,1.62,28.9,4.1,No,No,Flowering,92.1,46.9,No action,8.65
IMG_002189,2021-10-20,G010,P002189,Wheat,East,Silty,21.84,25.1,48.1,40377.7,NPK,5.8,163.8,1.64,43.1,3.9,No,No,Flowering,90.0,71.4,Add fertilizer,6.11
IMG_002190,2021-12-26,G001,P002190,Soybean,South,Loamy,20.55,27.6,63.4,42540.5,None,7.6,45.9,1.87,34.9,4.3,No,No,Flowering,84.0,34.8,Apply pesticide,5.67
IMG_002191,2021-05-25,G005,P002191,Rice,North,Clay,16.87,22.6,67.2,28927.2,NPK,6.4,123.3,2.62,125.0,2.6,No,No,Flowering,79.3,30.7,Add fertilizer,3.65
IMG_002192,2021-04-01,G012,P002192,Rice,Central,Loamy,21.63,30.6,79.6,40737.3,Urea,7.8,106.7,2.44,56.1,4.2,No,Yes,Flowering,75.6,86.4,No action,4.56
IMG_002193,2021-06-14,G008,P002193,Rice,West,Loamy,31.68,19.0,52.1,20541.0,DAP,8.1,109.1,1.44,115.2,4.5,No,No,Fruiting,93.4,57.2,Increase irrigation,3.1
IMG_002194,2021-01-04,G012,P002194,Wheat,West,Loamy,32.93,28.7,49.5,18730.4,DAP,5.3,52.7,2.24,41.6,2.5,No,No,Fruiting,85.2,75.6,Add fertilizer,6.97
IMG_002195,2021-07-08,G018,P002195,Wheat,North,Loamy,22.58,25.7,47.5,41190.4,DAP,6.0,161.3,0.87,65.4,4.4,No,No,Maturity,86.3,35.1,No action,5.08
IMG_002196,2021-01-14,G005,P002196,Maize,North,Clay,30.27,27.6,51.0,25186.6,Compost,5.3,71.4,1.8,83.4,4.2,No,No,Fruiting,83.6,37.6,Add fertilizer,8.14
IMG_002197,2021-07-21,G011,P002197,Wheat,East,Clay,24.26,18.7,56.0,41043.3,NPK,3.7,66.6,1.77,50.3,2.7,No,No,Germination,66.2,46.5,Apply pesticide,7.18
IMG_002198,2021-11-09,G007,P002198,Wheat,Central,Loamy,30.65,19.8,58.4,35534.4,DAP,9.5,135.7,2.49,73.4,3.3,No,No,Vegetative,72.2,74.1,No action,7.78
IMG_002199,2021-03-11,G003,P002199,Wheat,East,Loamy,28.21,31.7,68.4,35686.8,Urea,3.6,124.1,2.04,63.0,3.2,No,No,Fruiting,93.2,64.3,Increase irrigation,3.93
IMG_002200,2021-01-26,G020,P002200,Maize,North,Clay,17.38,18.8,48.7,15447.8,DAP,8.8,128.9,2.59,32.4,3.2,No,No,Flowering,68.5,82.2,Increase irrigation,7.64
IMG_002201,2021-02-02,G015,P002201,Maize,North,Loamy,24.56,25.9,40.7,16312.7,Compost,10.0,157.2,2.63,108.0,3.9,No,No,Vegetative,81.8,75.1,Increase irrigation,4.05
IMG_002202,2021-10-18,G004,P002202,Wheat,East,Clay,18.15,18.5,68.5,41850.1,None,4.6,150.7,0.99,103.5,3.0,No,No,Fruiting,91.3,34.4,Weed control,3.51
IMG_002203,2021-03-04,G004,P002203,Rice,South,Clay,15.18,26.0,54.5,41242.1,Urea,6.4,43.7,1.02,50.8,4.6,No,No,Germination,91.3,49.5,Weed control,7.64
IMG_002204,2021-11-03,G009,P002204,Soybean,West,Silty,25.8,32.4,61.3,27581.8,Urea,6.3,153.8,1.71,45.4,4.0,No,No,Flowering,83.6,66.3,Add fertilizer,4.14
IMG_002205,2021-07-04,G012,P002205,Rice,West,Loamy,30.69,20.8,59.7,18984.0,Urea,7.3,123.1,1.78,52.8,2.2,No,No,Vegetative,85.5,72.0,Add fertilizer,3.63
IMG_002206,2021-11-25,G017,P002206,Wheat,North,Clay,17.62,24.7,76.8,32185.3,NPK,8.5,63.6,0.99,45.4,4.2,No,No,Flowering,90.3,33.1,Increase irrigation,4.1
IMG_002207,2021-01-24,G003,P002207,Rice,East,Sandy,30.39,30.3,75.4,41521.3,Urea,5.3,40.7,1.72,45.5,3.2,No,No,Flowering,74.3,84.4,No action,3.89
IMG_002208,2021-10-27,G011,P002208,Rice,South,Sandy,28.29,34.4,54.4,32787.3,NPK,9.9,55.0,0.82,37.3,3.7,No,No,Fruiting,79.4,85.2,Weed control,5.29
IMG_002209,2021-02-28,G009,P002209,Maize,North,Sandy,32.13,26.5,76.2,39782.9,Compost,5.1,151.6,1.62,111.7,3.0,No,No,Flowering,82.9,82.9,Weed control,5.54
IMG_002210,2021-12-06,G006,P002210,Wheat,East,Loamy,17.15,32.5,62.0,20341.5,Urea,3.8,153.9,0.86,111.1,2.2,No,No,Germination,69.0,90.7,Increase irrigation,4.48
IMG_002211,2021-09-27,G007,P002211,Rice,North,Sandy,34.48,18.2,42.0,36010.7,Compost,11.9,96.4,1.71,32.5,2.9,No,Yes,Fruiting,77.8,63.7,Apply pesticide,3.84
IMG_002212,2021-08-01,G016,P002212,Wheat,North,Clay,32.76,22.1,60.7,17436.9,DAP,3.9,51.1,1.41,129.2,3.7,No,No,Vegetative,81.9,39.6,Apply pesticide,7.28
IMG_002213,2021-03-11,G007,P002213,Wheat,East,Clay,21.31,20.3,44.6,42384.1,DAP,7.0,111.2,1.25,128.7,2.5,No,No,Vegetative,86.5,59.8,Weed control,8.81
IMG_002214,2021-09-07,G018,P002214,Wheat,Central,Sandy,20.09,32.0,44.0,26531.4,Urea,10.0,166.8,0.94,38.1,3.8,No,No,Germination,84.1,69.8,Increase irrigation,7.81
IMG_002215,2021-12-31,G015,P002215,Wheat,Central,Loamy,23.81,25.3,63.0,40249.4,NPK,10.6,129.4,2.35,33.7,4.6,No,Yes,Flowering,65.2,74.9,Apply pesticide,3.41
IMG_002216,2021-03-31,G005,P002216,Rice,South,Silty,33.02,27.5,59.3,22025.1,DAP,4.2,115.7,0.92,124.3,2.2,No,Yes,Maturity,60.4,66.3,No action,8.97
IMG_002217,2021-04-18,G010,P002217,Rice,North,Sandy,18.83,26.1,52.3,30707.8,NPK,3.1,96.0,1.85,82.0,3.4,No,No,Maturity,71.1,56.2,Increase irrigation,3.13
IMG_002218,2021-10-28,G019,P002218,Soybean,East,Loamy,26.15,21.1,49.5,21986.9,NPK,11.7,136.7,1.1,77.1,2.3,No,No,Germination,88.7,86.2,Increase irrigation,4.85
IMG_002219,2021-08-21,G006,P002219,Soybean,East,Loamy,30.83,26.3,65.8,17448.9,NPK,11.0,124.8,2.31,116.7,2.4,No,No,Vegetative,66.6,69.5,Apply pesticide,4.95
IMG_002220,2021-05-20,G013,P002220,Wheat,East,Clay,22.77,20.5,64.4,26895.8,NPK,6.9,68.9,1.15,73.9,4.6,No,No,Vegetative,69.9,38.4,Increase irrigation,8.45
IMG_002221,2021-03-12,G001,P002221,Soybean,East,Loamy,31.77,30.1,58.3,18323.8,NPK,4.8,51.3,1.53,87.1,2.4,No,Yes,Flowering,70.4,50.1,Increase irrigation,7.07
IMG_002222,2021-07-07,G019,P002222,Wheat,North,Loamy,27.56,16.4,74.9,44409.1,Urea,4.0,112.6,2.56,123.5,3.3,No,Yes,Vegetative,88.1,83.6,Apply pesticide,8.04
IMG_002223,2021-12-25,G006,P002223,Wheat,North,Clay,31.71,24.0,64.2,43752.7,NPK,3.5,151.3,2.53,54.5,3.5,No,No,Fruiting,80.2,88.9,Add fertilizer,5.39
IMG_002224,2021-12-15,G008,P002224,Rice,West,Silty,29.59,30.5,57.0,36815.9,DAP,10.8,70.5,1.55,73.4,3.1,No,No,Germination,65.5,88.3,Add fertilizer,8.55
IMG_002225,2021-02-25,G012,P002225,Wheat,South,Sandy,25.36,34.5,47.8,34757.6,Urea,8.0,89.0,1.63,47.9,2.6,No,No,Vegetative,93.0,71.4,Apply pesticide,7.61
IMG_002226,2021-10-12,G004,P002226,Maize,North,Clay,34.97,22.3,53.7,22283.7,Urea,10.5,105.3,1.27,73.9,3.8,No,No,Maturity,93.9,47.4,Apply pesticide,8.29
IMG_002227,2021-02-04,G005,P002227,Rice,East,Clay,17.73,20.2,56.2,33465.5,NPK,8.4,66.5,2.32,84.7,2.5,No,Yes,Germination,76.7,61.2,Apply pesticide,3.57
IMG_002228,2021-01-27,G001,P002228,Rice,North,Clay,26.95,25.4,47.0,41999.2,NPK,8.6,159.5,2.72,103.8,2.1,No,No,Flowering,65.8,32.4,Weed control,6.13
IMG_002229,2021-05-30,G010,P002229,Rice,Central,Loamy,26.98,28.8,72.9,20029.7,NPK,10.9,124.0,1.68,48.4,2.4,No,No,Maturity,92.1,37.4,Add fertilizer,7.45
IMG_002230,2021-04-25,G016,P002230,Rice,Central,Sandy,18.41,27.4,53.9,38523.0,Urea,6.3,47.9,2.63,114.4,2.4,No,No,Fruiting,72.8,45.1,Add fertilizer,4.7
IMG_002231,2021-04-20,G017,P002231,Soybean,North,Clay,34.77,20.8,45.6,28960.0,Urea,9.2,150.7,2.55,70.7,3.1,No,No,Maturity,80.7,44.0,Increase irrigation,3.55
IMG_002232,2021-12-05,G014,P002232,Maize,North,Clay,28.86,15.1,40.0,20467.6,Compost,4.7,42.7,1.82,68.9,2.1,No,No,Flowering,66.6,44.5,Weed control,4.23
IMG_002233,2021-12-16,G010,P002233,Maize,North,Sandy,19.89,28.5,50.2,23202.1,DAP,3.8,103.0,2.11,29.0,4.1,No,No,Vegetative,76.7,82.4,Apply pesticide,7.47
IMG_002234,2021-03-13,G016,P002234,Wheat,West,Sandy,16.25,20.7,63.6,26849.7,Compost,4.0,137.2,1.36,75.2,2.4,No,No,Vegetative,66.4,48.1,Add fertilizer,5.56
IMG_002235,2021-07-18,G010,P002235,Rice,Central,Loamy,34.71,19.4,47.9,24529.8,Urea,11.7,111.6,1.35,78.7,3.1,No,No,Maturity,66.9,88.4,Apply pesticide,5.03
IMG_002236,2021-10-11,G020,P002236,Rice,West,Clay,23.52,27.4,57.1,42099.8,Urea,8.0,128.9,2.27,76.6,3.8,No,No,Vegetative,72.3,90.1,No action,4.62
IMG_002237,2021-09-23,G006,P002237,Wheat,North,Clay,23.99,26.3,60.1,26135.4,DAP,4.9,96.8,1.31,41.3,3.8,No,Yes,Fruiting,79.9,67.9,Weed control,4.02
IMG_002238,2021-12-30,G016,P002238,Soybean,Central,Sandy,18.15,19.0,55.4,24630.3,NPK,3.8,113.3,1.85,26.8,4.0,No,No,Vegetative,90.2,65.6,Increase irrigation,3.26
IMG_002239,2021-10-09,G006,P002239,Wheat,North,Loamy,25.1,17.1,71.1,17693.6,DAP,4.5,133.7,0.9,108.8,4.3,No,No,Germination,75.2,92.9,Increase irrigation,8.04
IMG_002240,2021-10-31,G003,P002240,Soybean,East,Sandy,29.57,19.5,63.2,33120.9,NPK,6.8,126.7,2.25,50.4,2.9,No,Yes,Maturity,61.7,57.9,Add fertilizer,6.59
IMG_002241,2021-01-12,G016,P002241,Wheat,Central,Clay,34.19,30.9,47.2,20108.3,Compost,9.2,128.6,1.08,73.5,4.7,No,No,Fruiting,72.6,73.5,Increase irrigation,6.6
IMG_002242,2021-10-10,G012,P002242,Soybean,Central,Clay,26.74,31.0,60.5,26792.9,NPK,3.7,54.0,1.04,114.9,2.9,No,No,Vegetative,82.1,85.1,Weed control,6.21
IMG_002243,2021-10-19,G005,P002243,Wheat,North,Sandy,24.94,26.0,61.8,44197.4,Urea,8.5,126.9,2.0,75.8,2.0,No,No,Maturity,68.6,40.1,Weed control,8.96
